ID,QQ,PartVQ,I1_1,I1_2,I1_3,I1_4,I1_5,I1_6,I1_7,I1_8,I1_9,I1_10,I1_11,I1_12,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,LA_1,LA_2,LA_3,LA_4,LA_5,LA_6,LA_7,LA_8,LA_9,LA_10,LA_11,LA_12,LA_13,LA_14,LB_1,LB_2,LB_3,LB_4,LB_5,LB_6,LB_7,LB_8,LB_9,LB_10,LB_11,LB_12,LC_1,LC_2,LC_3,PartVA_5_T,PartVB_5_T,PartVC_5_T,PartVD_5_T
3925207,2,0,6,7,7,7,7,6,6,6,6,6,6,6,2,1,27,2,43,3,1,5,4,4,4,5,5,4,3,4,5,4,4,2,5,3,3,1,4,4,4,4,2,4,1,4,3,2,4,4,2,1,1,1,1,2,1
3925212,3,0,7,5,2,8,2,7,5,6,6,7,8,7,2,5,37,2,5,1,1,7,6,7,4,4,4,4,3,4,4,4,4,1,3,4,2,3,3,4,3,3,3,4,4,3,3,3,4,4,1,2,2,2,2,1,0
3925218,1,1,8,6,5,7,2,7,6,7,8,8,7,6,2,1,34,2,19,1,2,5,1,5,4,4,4,4,2,3,4,4,4,2,4,4,2,1,4,4,4,4,2,4,4,4,4,2,2,4,1,1,1,1,1,1,1
3925223,4,1,6,6,5,6,6,6,4,4,6,6,3,4,2,4,43,2,46,1,1,5,1,7,5,5,5,4,2,3,5,3,4,1,5,1,1,1,5,3,5,5,2,3,5,3,2,1,3,1,2,1,1,4,1,1,4
3925256,2,1,6,7,8,7,5,6,8,6,7,6,8,5,1,2,26,1,32,1,1,5,1,5,4,4,4,3,3,4,4,3,4,2,4,2,2,2,4,4,4,3,4,4,4,4,4,2,2,3,1,1,1,0,3,3,2
3925257,3,1,7,7,5,6,1,6,8,5,7,6,7,7,2,1,31,2,5,1,1,5,1,5,5,5,5,5,2,4,5,3,1,1,5,1,2,1,5,5,5,5,1,5,5,5,5,1,1,1,2,1,1,1,2,2,3
3925273,4,1,6,6,7,7,4,6,7,6,7,6,7,6,2,2,30,1,43,1,1,6,1,3,4,5,4,3,2,3,4,5,2,1,5,2,4,3,3,4,3,4,2,1,3,2,2,3,2,2,2,2,2,2,2,2,1
3925282,3,0,5,5,7,5,4,5,6,5,5,5,6,6,2,4,28,2,11,3,1,6,1,2,5,5,5,5,2,5,5,5,1,3,5,3,1,1,5,5,5,5,1,5,5,5,1,2,1,1,1,1,1,1,1,1,1
3925288,1,0,6,7,5,5,7,5,5,6,6,6,4,6,2,2,36,1,8,1,1,7,1,2,4,5,5,4,1,4,5,4,1,1,5,3,2,1,4,5,5,4,2,4,5,4,1,1,2,2,1,1,1,0,1,2,3
3925294,1,0,4,4,4,6,3,6,6,7,5,6,5,5,2,2,20,1,30,3,1,3,1,5,4,4,4,5,4,4,4,5,2,2,5,5,4,2,5,4,5,4,5,4,5,4,2,1,2,2,1,1,1,1,2,1,1
3925307,2,0,6,6,3,7,5,5,8,5,5,6,6,5,2,2,21,1,13,3,1,3,1,4,4,4,4,2,3,3,4,4,4,2,4,4,4,3,3,3,3,3,3,3,3,4,3,3,4,4,2,2,2,1,0,0,0
3925312,2,1,5,4,5,5,4,5,5,4,6,6,5,4,2,1,30,2,32,1,1,5,1,6,4,4,4,3,4,4,4,4,4,2,4,3,2,2,4,4,4,4,3,4,4,4,4,2,2,2,2,1,1,2,2,2,1
3925322,4,0,6,6,6,4,4,6,5,5,6,6,4,5,2,2,27,2,17,1,1,4,1,8,4,4,4,4,2,4,4,4,1,2,5,3,2,2,5,5,5,4,4,4,4,4,2,1,2,2,1,1,1,0,1,1,2
3925323,3,0,7,4,6,8,8,5,8,6,3,1,8,3,2,2,51,1,9,3,1,7,1,7,5,4,4,3,3,4,4,3,2,1,4,5,2,2,4,4,4,3,3,4,4,2,2,2,4,3,2,1,2,1,2,2,2
3925324,3,1,6,7,3,7,1,6,7,5,5,7,4,6,2,4,25,2,9,3,1,5,1,4,5,5,5,5,1,5,5,5,1,1,5,2,1,1,5,5,5,4,1,5,5,5,1,1,1,1,1,1,1,2,1,2,2
3925338,2,1,6,6,7,6,5,5,4,4,5,5,7,5,2,4,35,2,38,1,2,5,1,4,4,4,3,3,3,3,3,4,4,2,2,4,4,4,3,3,3,3,3,3,3,2,4,4,4,4,2,2,2,2,3,2,3
3925374,1,1,7,4,5,5,3,5,7,5,5,5,6,4,2,4,40,1,5,5,1,5,1,6,5,5,5,5,2,5,5,4,1,2,5,3,2,1,5,5,5,5,3,5,5,5,2,2,1,2,2,1,1,2,2,3,2
3925378,4,0,7,5,8,7,2,6,6,3,7,7,5,6,2,1,30,1,15,1,1,4,1,2,5,5,5,5,4,5,5,4,2,1,5,4,1,1,5,5,5,5,3,5,5,5,1,1,4,2,1,1,1,2,1,0,0
3925384,1,1,6,7,2,7,5,6,5,5,6,4,6,5,2,1,31,1,48,1,1,6,1,2,5,5,5,5,2,4,5,5,5,2,5,4,2,1,5,5,5,4,2,5,5,5,4,1,2,2,1,1,1,2,1,2,1
3925390,3,1,4,3,8,5,5,5,6,5,3,2,7,4,2,1,19,1,32,1,1,4,1,1,5,5,5,5,1,5,5,5,2,1,5,2,1,1,5,5,5,5,4,5,5,5,1,1,2,1,1,1,1,1,3,2,1
3925394,4,1,7,8,3,7,2,7,5,6,6,6,7,6,2,1,27,2,31,1,1,5,4,3,5,5,5,3,1,4,5,5,2,1,5,3,1,1,5,5,5,4,5,5,5,5,5,1,2,2,1,1,1,2,2,2,3
3925402,2,0,7,7,6,7,3,7,7,7,8,8,8,7,1,2,21,2,38,1,2,5,1,5,5,5,5,5,2,5,5,5,2,2,4,4,5,2,5,5,5,5,2,5,5,5,4,1,4,3,1,1,1,2,1,1,2
3925406,4,1,6,5,7,7,5,6,7,6,6,3,7,5,2,2,23,1,24,1,2,5,1,2,4,4,5,4,2,4,5,3,2,2,4,4,2,1,4,4,5,4,2,4,5,4,2,3,4,2,2,1,1,3,2,2,2
3925416,1,0,4,4,8,4,6,4,4,4,4,4,7,4,2,2,18,2,36,1,2,3,1,4,4,4,5,4,3,4,5,5,3,2,4,5,2,2,4,4,4,4,3,4,4,4,3,3,3,3,2,1,2,1,1,2,0
3925438,2,0,8,8,4,7,5,8,8,8,8,6,7,7,2,2,19,2,43,1,1,3,1,8,3,3,2,3,4,3,4,3,2,2,4,4,3,2,3,4,3,3,5,2,4,3,3,4,2,4,2,1,1,2,2,1,0
3925443,3,0,8,8,2,7,1,7,8,7,8,1,4,1,2,2,27,1,23,3,1,3,1,5,5,5,5,4,3,4,5,4,2,2,5,3,1,1,5,5,5,4,3,4,5,4,2,1,3,2,1,1,1,1,2,1,0
3925445,4,0,6,8,1,7,2,7,5,6,7,6,3,6,1,1,30,1,49,1,1,5,1,5,4,4,3,3,3,4,4,4,4,4,4,3,4,3,4,4,4,4,3,4,4,4,3,2,3,3,1,1,1,2,0,1,0
3925448,3,0,6,5,6,7,5,5,7,6,5,3,6,4,2,5,23,1,5,4,1,4,1,3,5,5,5,4,2,5,5,4,2,2,5,4,2,2,5,4,5,4,3,4,5,5,2,2,2,2,1,1,1,1,0,1,1
3925464,2,1,7,6,2,6,7,5,3,5,6,3,6,4,2,1,19,2,3,1,1,3,1,5,5,5,5,5,1,5,5,5,1,1,4,2,1,2,5,5,5,5,2,5,5,5,2,1,4,2,1,1,1,3,1,1,2
3925467,1,1,7,5,5,6,3,4,6,3,4,3,6,3,2,2,38,1,47,4,1,3,1,4,4,4,4,3,4,3,4,4,3,2,4,3,2,3,3,3,2,3,3,2,3,3,4,3,4,4,2,2,2,0,0,0,4
3925473,3,1,7,6,6,7,4,7,7,6,5,6,6,7,2,2,30,1,14,1,1,5,1,4,3,5,4,3,2,3,4,4,2,3,4,4,4,4,4,4,4,4,3,4,4,3,2,3,3,3,2,1,1,1,2,0,2
3925484,4,0,4,2,3,5,3,3,8,5,4,2,7,3,2,1,35,2,23,1,2,5,1,3,5,5,5,5,1,4,5,5,2,1,5,3,2,2,5,4,5,5,3,4,5,5,4,1,4,1,1,1,1,1,1,0,0
3925489,1,0,6,5,3,6,3,5,5,5,5,3,3,3,1,2,52,1,5,1,1,3,1,2,1,4,3,1,5,1,4,3,5,1,4,5,3,5,1,3,1,3,5,1,2,2,5,5,1,5,2,2,2,1,2,1,2
3925490,2,1,7,8,5,7,4,7,2,7,8,8,5,7,2,2,29,2,5,2,1,4,1,3,4,4,3,2,4,2,3,4,5,2,4,4,4,2,2,2,3,2,4,2,2,2,5,4,5,5,2,2,2,4,3,3,3
3925496,2,0,6,5,8,5,7,5,1,5,4,4,8,5,2,1,27,2,43,1,1,3,1,10,3,4,3,2,5,3,4,1,5,1,4,5,4,3,3,3,3,2,5,1,3,1,5,2,3,5,2,2,2,1,1,1,0
3925497,3,0,5,6,2,6,5,5,8,6,6,5,8,6,2,2,18,1,5,3,1,4,1,7,5,5,5,4,2,4,5,3,2,2,5,4,2,1,5,5,5,4,2,4,5,4,2,1,2,2,1,1,1,1,1,1,0
3925498,4,1,5,7,1,6,2,5,7,7,8,6,6,7,2,2,42,1,43,3,1,5,1,6,4,4,4,4,2,3,4,2,4,3,5,4,2,2,4,3,4,3,2,3,4,4,4,2,4,4,2,1,2,3,4,4,3
3925503,1,0,6,6,6,6,8,7,7,7,7,2,8,7,1,2,50,1,32,1,1,5,1,2,5,5,5,5,1,4,5,5,4,1,5,5,1,2,5,5,5,5,2,4,5,4,2,1,4,1,1,1,1,0,1,1,1
3925518,4,0,6,6,2,5,4,5,6,7,5,5,4,5,1,1,19,2,5,3,1,3,1,9,4,4,4,4,3,4,4,4,4,2,2,4,2,2,4,4,4,4,3,4,4,4,4,2,4,4,1,1,2,2,1,2,0
3925540,3,1,6,6,8,3,1,5,5,6,7,5,6,5,2,2,19,2,21,1,2,3,1,6,5,5,5,5,2,5,5,5,2,1,4,3,2,2,5,5,5,5,3,5,5,5,2,1,4,2,1,1,1,3,1,2,1
3925550,1,1,5,5,2,6,4,5,7,5,5,6,5,6,2,5,34,1,46,3,1,3,1,10,5,5,5,5,1,5,5,5,1,1,5,1,1,1,5,5,5,5,1,5,5,5,1,1,1,1,1,1,1,1,3,1,3
3925556,2,0,6,4,3,6,7,5,8,4,6,5,7,3,1,1,48,2,50,1,2,5,1,3,5,5,5,5,3,5,5,4,2,1,5,3,1,1,5,5,5,5,3,4,5,5,2,1,2,2,1,1,1,1,2,1,2
3925564,4,1,6,5,7,6,4,5,3,5,4,5,4,3,2,1,28,2,37,1,1,5,1,1,5,4,4,5,3,5,5,4,2,3,5,2,2,2,4,5,5,4,3,4,5,5,2,2,2,2,2,1,1,1,2,2,3
3925566,3,0,8,6,7,8,4,8,8,6,7,7,8,6,2,1,38,2,20,1,2,5,1,7,4,4,2,1,5,1,4,2,5,1,5,4,3,4,3,4,2,1,3,1,4,4,5,2,2,4,1,1,2,1,1,1,1
3925575,1,0,3,6,4,3,6,8,6,6,6,5,7,5,2,2,27,2,33,1,2,3,1,3,3,3,3,3,3,3,3,4,3,2,3,3,3,2,3,3,3,3,2,3,3,3,3,2,2,3,2,2,2,1,2,1,2
3925607,2,1,5,4,6,5,6,4,7,3,7,4,7,5,2,2,28,2,3,4,1,3,1,3,4,4,5,4,2,4,5,5,2,2,4,3,3,2,4,4,5,4,3,4,4,5,2,2,2,2,2,1,1,2,2,2,1
3925608,1,1,6,3,7,3,4,5,3,2,6,1,4,5,2,2,35,1,31,1,1,4,1,2,4,5,5,2,2,4,4,5,4,2,4,5,3,2,4,4,5,2,5,4,4,4,4,2,4,4,1,1,1,1,2,2,2
3925612,2,0,5,4,8,5,4,6,5,6,6,4,5,5,2,4,30,2,43,1,1,4,1,2,5,5,5,5,1,5,5,1,2,1,5,1,5,1,5,4,5,5,4,4,5,5,1,1,1,1,1,1,1,2,0,1,1
3925617,3,1,6,7,2,6,5,7,4,5,6,5,8,6,2,1,38,2,38,1,2,3,1,6,5,5,5,5,1,5,5,4,3,1,5,4,2,2,5,5,5,5,2,5,5,4,3,1,3,1,1,1,1,2,2,1,2
3925621,4,1,4,6,6,7,3,6,7,3,4,5,7,4,2,2,37,2,49,1,1,6,1,2,5,4,3,4,3,5,5,3,2,2,5,3,2,2,4,3,5,4,3,3,4,4,2,2,4,2,2,1,1,3,2,2,2
3925628,1,1,7,7,4,7,3,7,7,6,7,7,5,6,2,4,36,2,38,1,1,6,1,8,3,4,3,1,4,1,3,4,4,2,3,4,2,4,1,2,1,2,3,1,2,2,5,3,4,5,2,2,2,2,3,2,2
3925631,4,0,6,5,8,5,3,5,5,5,6,3,6,2,2,2,44,1,49,2,1,3,1,1,4,5,5,4,4,4,4,5,4,1,3,4,2,2,5,5,5,4,3,4,5,4,4,2,2,2,1,1,2,1,1,1,0
3925632,2,1,6,7,6,5,5,5,5,6,5,6,8,6,2,1,39,2,47,1,1,7,1,7,5,4,5,4,3,4,5,5,2,2,5,2,2,2,5,5,5,4,2,5,5,4,2,1,3,2,1,1,1,2,2,2,1
3925638,2,0,8,6,1,8,1,7,7,8,6,6,6,6,2,1,45,1,43,1,1,5,1,4,4,5,5,4,1,5,5,4,2,2,4,5,1,2,5,4,5,5,3,5,5,5,2,1,2,1,1,1,1,2,2,1,2
3925640,3,0,6,5,6,7,8,6,8,4,6,4,8,4,2,1,23,2,3,1,1,3,1,5,2,4,4,4,4,4,2,2,2,2,2,3,3,4,3,4,4,4,4,3,4,2,4,4,3,2,2,2,2,1,1,1,1
3925641,3,1,7,5,6,7,3,5,6,5,6,3,7,5,2,5,27,1,43,1,1,3,1,3,3,3,4,3,4,3,4,3,2,2,2,4,5,4,1,4,3,3,2,3,3,4,3,4,4,2,2,2,2,3,1,3,2
3925642,1,0,6,7,2,7,4,7,7,7,7,7,5,6,2,4,45,2,42,3,1,5,4,4,4,5,5,5,1,5,5,5,4,2,5,4,2,1,4,5,5,5,1,5,5,5,4,2,4,2,1,1,1,1,0,1,1
3925651,1,0,5,3,4,5,5,3,6,3,5,3,7,4,2,5,26,1,5,1,1,3,1,2,5,4,5,4,3,4,5,5,3,1,5,3,1,2,5,4,5,5,1,5,5,4,2,1,4,2,1,1,1,1,1,1,1
3925655,3,1,7,5,6,8,2,6,7,6,6,5,5,4,2,5,34,2,10,1,2,4,1,3,4,4,4,3,5,3,4,3,2,2,4,5,3,2,3,3,4,3,4,3,3,2,2,4,3,3,2,2,2,1,1,1,1
3925659,4,1,6,8,2,5,2,6,5,4,6,7,7,8,2,2,34,2,20,1,1,6,1,10,5,5,5,4,3,5,5,4,2,2,5,4,2,2,4,5,4,4,3,4,5,4,2,2,4,2,1,1,1,2,2,2,0
3925665,2,1,8,6,4,7,3,7,4,7,7,6,2,6,2,1,47,1,26,1,1,5,1,3,4,4,4,3,3,3,4,4,4,3,4,3,4,4,4,3,3,4,4,2,4,4,3,3,4,4,2,2,2,1,1,2,0
3925674,1,1,7,7,4,8,3,8,3,7,7,6,2,7,2,2,40,2,37,4,2,3,1,3,5,5,5,5,3,4,5,3,4,1,5,3,2,1,5,5,5,5,2,4,5,4,4,1,2,3,1,1,1,4,4,4,4
3925678,3,0,8,3,2,7,2,5,1,5,7,2,7,2,2,5,31,1,35,1,1,3,1,3,5,5,5,5,2,5,5,5,1,1,5,2,1,1,5,5,5,5,2,5,5,5,2,1,4,1,1,1,1,1,0,1,1
3925681,4,1,5,6,3,6,3,7,1,5,4,2,4,4,1,1,24,1,43,1,1,5,1,10,4,4,3,2,2,2,4,4,4,3,2,4,4,3,3,3,4,3,3,2,4,3,4,2,4,4,2,1,1,1,0,0,0
3925682,2,0,5,7,6,5,4,5,6,6,8,6,8,7,2,4,26,2,32,3,1,6,1,4,4,4,4,3,1,4,4,2,2,1,5,3,2,2,4,3,4,3,2,4,4,4,4,2,4,4,2,1,1,1,1,1,1
3925684,2,1,6,6,6,5,5,5,7,6,7,5,7,6,2,1,28,2,30,1,1,5,6,5,4,4,4,3,3,4,4,4,4,2,4,4,2,2,4,4,4,4,3,4,4,4,4,1,3,4,1,1,1,2,3,2,2
3925688,3,0,6,7,3,6,2,7,1,6,7,7,2,6,2,1,46,2,28,4,1,3,1,4,5,5,5,5,3,4,5,4,2,3,5,5,2,2,5,5,5,5,3,4,5,5,3,1,2,2,1,1,1,1,1,1,2
3925690,4,0,5,5,8,6,7,5,3,3,5,4,7,6,2,1,20,1,36,1,2,3,1,6,4,4,5,3,4,5,3,5,3,4,3,2,3,3,3,4,3,4,4,4,5,3,3,3,3,2,2,1,1,1,1,1,0
3925694,1,1,8,6,5,8,1,6,6,7,8,6,5,7,2,1,33,2,5,1,1,6,4,3,4,4,4,3,5,4,5,4,4,2,5,3,2,2,4,3,2,3,5,3,4,2,4,3,4,4,2,2,2,3,2,2,4
3925696,4,0,1,8,1,4,4,4,1,4,5,6,1,5,1,4,31,1,13,1,1,4,1,6,5,5,5,4,1,4,5,4,4,2,4,4,2,2,5,3,5,4,3,4,5,4,3,1,3,2,2,1,1,3,2,2,2
3925728,1,0,6,5,7,5,2,6,6,6,5,5,5,5,2,1,35,2,48,1,2,5,1,6,2,3,1,2,4,2,3,2,3,5,4,3,5,3,2,3,1,2,4,2,2,2,3,5,3,3,2,2,2,1,0,1,2
3925747,2,0,5,6,7,5,3,6,5,5,7,7,8,5,2,2,18,2,20,2,1,3,1,2,4,4,4,3,2,4,4,4,3,1,3,4,1,2,4,5,4,3,2,4,4,4,3,1,2,3,1,1,2,1,1,1,1
3925748,3,1,7,5,3,7,1,8,8,7,6,6,8,7,2,2,34,2,5,4,1,5,1,4,5,5,5,5,1,5,5,5,1,3,5,4,1,1,5,5,5,5,3,5,5,5,1,1,1,1,2,1,1,3,2,2,2
3925752,3,0,5,4,3,6,4,5,6,4,4,4,6,5,2,2,23,1,32,1,1,4,1,8,4,3,3,2,5,2,4,3,5,2,3,4,4,5,3,2,2,3,3,2,2,3,5,3,4,5,2,1,1,1,1,1,2
3925753,1,0,7,6,5,7,4,6,6,6,6,6,5,6,2,2,44,1,49,1,1,5,1,9,5,5,5,5,5,5,5,5,5,1,5,5,1,1,5,5,5,5,1,5,5,5,1,1,1,1,1,1,1,2,1,2,2
3925758,4,1,8,8,4,8,1,6,6,8,8,6,1,5,2,1,37,1,1,2,1,6,1,5,5,5,4,3,3,3,4,4,3,1,3,3,1,2,4,4,4,4,3,4,4,4,3,1,3,3,1,1,2,3,3,4,1
3925763,3,1,7,5,5,7,3,7,7,8,7,8,6,4,2,1,28,1,15,1,2,6,6,4,4,4,4,3,4,4,4,2,4,3,3,5,4,3,4,5,5,5,3,4,4,4,4,1,4,3,2,1,1,1,2,1,3
3925765,2,1,6,2,8,6,3,5,3,4,3,2,6,4,2,5,31,1,22,1,2,3,1,5,5,5,5,5,1,5,5,5,4,1,5,3,3,2,5,5,5,5,1,5,5,5,4,1,1,1,1,1,2,2,1,1,2
3925775,4,1,6,4,6,6,3,5,5,6,6,6,6,6,2,4,31,1,16,1,1,5,1,7,5,5,5,5,2,4,5,5,3,2,5,3,2,1,5,5,5,5,4,5,5,5,3,2,3,3,1,1,1,1,1,1,0
3925789,1,1,5,5,1,5,1,7,3,6,6,6,3,6,2,1,39,1,5,1,1,5,1,8,3,3,4,4,4,2,4,5,5,2,4,5,2,3,3,3,4,5,3,2,4,5,5,2,5,4,2,1,2,4,2,4,4
3925790,3,1,5,6,7,5,5,5,7,5,5,7,8,5,2,1,36,1,38,1,1,7,1,8,5,5,5,5,3,5,5,4,2,1,4,3,2,1,5,5,5,5,1,5,5,4,2,1,3,1,1,1,1,4,3,2,2
3925802,2,0,4,3,6,5,2,4,5,5,6,4,7,5,2,4,26,2,38,1,1,5,1,3,5,5,5,5,1,5,5,5,2,1,5,1,1,1,5,5,5,5,1,5,5,5,2,1,1,1,1,1,2,1,1,1,0
3925810,4,0,4,5,4,6,5,5,3,5,7,6,4,6,2,1,22,1,30,5,1,4,1,5,5,5,5,5,1,4,5,4,2,1,1,3,1,1,5,5,5,5,1,5,5,5,1,1,1,1,1,1,1,1,2,0,0
3925811,1,1,6,6,7,6,6,6,5,6,7,7,8,6,1,2,25,2,10,1,1,6,1,5,4,5,4,4,4,4,4,4,3,1,3,3,2,2,4,4,4,4,2,4,4,2,3,1,2,2,2,1,1,1,3,2,1
3925813,2,1,6,5,8,6,3,6,7,6,6,6,8,6,2,4,39,2,46,1,2,5,6,7,4,4,4,3,3,4,4,4,4,3,4,4,2,2,4,3,4,4,4,4,4,4,3,2,2,4,1,1,1,2,2,2,4
3925821,3,0,7,7,3,7,6,7,8,7,7,5,8,7,2,1,32,2,36,2,2,2,1,3,4,4,4,4,4,4,4,4,3,2,5,5,1,3,3,3,4,4,2,4,3,4,3,2,3,4,1,1,2,1,1,1,2
3925826,1,0,6,7,5,6,3,6,4,6,4,2,6,6,2,1,29,1,39,1,1,4,1,2,5,5,5,5,2,5,5,2,2,2,5,4,2,1,5,5,5,5,4,4,5,5,4,1,4,1,2,1,1,3,1,1,0
3925831,4,1,8,8,8,8,1,8,3,7,8,6,7,6,2,1,32,2,9,1,2,3,1,3,5,5,5,5,1,4,5,4,2,1,4,3,2,1,4,5,5,5,2,4,5,5,1,1,1,2,1,1,1,2,2,2,2
3925834,2,0,6,6,3,7,3,5,4,5,6,6,5,5,2,5,41,1,38,1,1,6,1,8,5,5,5,5,3,5,5,5,1,1,5,3,1,1,5,5,5,5,1,5,5,5,1,1,1,1,1,1,1,1,0,1,2
3925838,3,0,6,6,6,6,5,5,6,5,4,5,5,5,2,2,21,1,13,3,1,5,1,3,5,5,4,4,1,5,5,4,1,1,3,2,1,1,5,5,5,5,1,5,5,5,1,1,1,1,1,1,1,2,2,1,2
3925859,1,1,8,7,6,6,4,7,6,7,7,7,8,7,2,4,37,2,5,1,1,6,1,9,5,5,5,5,4,5,5,5,2,3,5,5,3,5,5,5,5,5,3,4,5,5,2,2,1,1,1,1,1,2,2,2,3
3925863,4,0,8,5,6,8,2,8,8,8,8,7,8,6,2,2,34,1,24,4,2,5,1,6,4,5,4,4,3,4,5,4,3,2,5,3,2,2,5,4,5,4,2,4,5,4,3,1,2,2,1,1,1,2,2,1,2
3925882,3,1,6,8,1,6,1,8,8,7,8,8,2,8,2,2,37,2,10,1,1,5,1,5,4,5,5,5,2,4,5,3,1,2,3,3,2,1,5,5,5,5,4,5,5,5,2,2,3,1,2,1,1,4,4,1,1
3925883,4,0,6,6,5,6,4,6,6,4,6,6,7,6,2,5,25,2,46,3,1,6,1,5,5,5,5,5,1,5,5,4,1,1,5,4,1,1,5,5,5,5,4,5,5,5,1,1,1,1,1,1,1,0,1,1,1
3925885,2,1,8,8,1,8,1,8,1,8,8,8,4,8,1,1,34,1,5,1,2,6,1,2,5,5,5,4,4,4,5,4,2,1,5,4,2,2,5,5,5,5,4,4,5,5,2,2,4,2,1,1,1,1,1,1,0
3925890,1,0,7,5,6,6,6,6,7,6,6,7,6,4,2,5,21,1,17,3,1,3,1,3,4,4,4,4,2,2,4,4,2,1,3,2,2,2,5,4,4,4,3,4,4,4,2,1,2,2,1,1,1,1,3,1,1
3925898,1,0,7,6,2,6,1,5,4,6,6,5,3,4,2,2,42,2,17,1,2,5,1,3,5,5,4,4,3,4,5,3,4,4,4,2,2,1,4,4,4,4,5,4,4,4,4,4,2,2,1,1,1,2,1,1,1
3925902,3,0,5,5,8,5,5,6,5,5,5,2,8,5,2,2,31,2,5,4,1,5,1,4,5,5,5,5,1,5,5,5,2,1,4,3,1,1,5,5,5,5,1,5,5,5,1,1,3,1,1,1,1,2,1,1,2
3925913,2,0,8,8,8,8,3,8,6,8,8,5,3,6,1,1,36,2,12,1,2,4,1,2,5,5,5,4,1,4,5,4,1,1,5,3,1,1,5,5,5,5,2,4,5,5,1,1,3,1,1,1,1,1,1,1,2
3925916,4,1,2,2,8,2,8,3,5,1,2,5,7,4,2,4,21,2,38,1,1,3,6,2,5,5,5,5,1,5,5,5,1,1,5,4,1,1,5,5,5,5,1,5,5,5,1,1,1,1,1,1,1,3,2,2,1
3925917,2,1,7,7,3,8,2,8,8,7,8,7,7,7,2,2,21,1,5,1,1,3,1,9,5,5,5,5,1,5,5,5,2,1,5,3,2,1,5,5,5,5,2,5,5,5,2,1,1,2,1,1,1,4,2,3,1
3925922,4,1,6,6,6,8,3,6,6,6,7,7,5,6,2,2,53,2,25,1,1,5,1,6,4,5,5,4,3,4,5,4,3,1,4,2,2,2,5,5,5,4,1,4,4,4,3,2,4,3,1,1,1,2,2,2,2
3925926,1,1,5,3,8,8,4,5,2,7,4,4,4,4,2,5,19,2,43,3,2,3,1,1,5,4,5,4,4,4,5,2,4,1,2,4,2,5,5,4,5,4,3,4,5,5,4,1,4,4,1,1,1,2,2,2,2
3925930,3,1,8,7,2,8,2,2,3,8,8,7,3,7,2,2,34,1,31,3,1,5,1,5,4,4,4,4,3,4,4,4,4,3,4,4,4,3,4,4,4,4,2,4,4,4,4,3,3,4,1,1,2,1,3,3,3
3925945,4,0,6,5,5,5,5,6,4,5,5,5,6,5,2,1,35,2,5,4,2,4,1,4,5,5,5,4,2,4,4,4,2,2,4,3,2,2,5,4,5,4,3,4,5,5,2,1,2,2,2,1,1,1,1,1,1
3925949,1,0,4,5,8,6,4,5,8,5,3,8,8,6,2,2,25,2,22,2,1,6,1,3,1,1,1,1,3,1,1,2,3,3,3,3,3,5,1,1,1,1,3,1,1,2,3,3,3,3,2,2,2,1,2,1,1
3925954,2,1,8,8,6,6,4,7,8,8,8,7,7,6,2,2,31,1,47,3,1,5,1,10,5,5,5,4,2,5,5,3,3,1,4,5,2,2,5,5,5,5,3,5,5,5,3,1,3,2,2,1,1,2,2,2,1
3925960,3,0,3,4,6,4,7,4,3,4,2,2,7,5,2,2,39,1,9,1,1,5,1,3,4,5,5,5,4,5,5,5,2,3,5,5,2,1,5,5,5,4,3,4,5,5,1,2,1,2,1,1,2,1,1,1,2
3925968,3,1,6,5,6,7,2,7,6,5,6,7,6,6,2,2,23,2,43,1,1,5,1,6,4,4,4,3,3,4,4,4,3,2,3,4,3,3,4,4,4,3,2,4,4,4,3,3,2,3,1,1,2,2,2,0,2
3925979,2,0,6,5,7,7,6,4,7,6,7,4,7,4,2,1,24,2,43,3,1,5,1,4,4,4,4,3,5,3,4,4,4,2,4,2,3,3,2,4,3,3,4,3,4,2,4,4,2,4,2,2,2,2,1,1,1
3925990,1,1,6,2,8,6,6,3,8,5,2,1,8,3,2,2,28,1,6,1,1,3,1,3,4,4,4,3,3,4,4,4,4,3,3,5,2,4,4,4,4,3,3,3,4,2,4,4,4,4,2,2,2,2,2,2,0
3925996,4,1,5,7,2,6,3,8,1,7,7,7,2,7,2,1,25,1,5,3,1,5,1,7,5,5,5,4,3,4,5,5,1,1,5,2,1,1,5,5,5,4,2,4,5,4,2,1,4,2,1,1,1,2,3,3,3
3926000,3,0,7,7,3,6,3,7,8,7,8,4,6,6,2,2,25,2,33,4,1,5,1,4,5,5,5,4,1,5,5,3,1,1,5,3,5,1,5,5,5,5,1,5,5,5,1,1,2,1,1,1,1,1,1,1,1
3926002,1,1,8,8,2,8,1,6,7,7,6,7,2,7,2,1,54,1,33,1,2,4,1,2,5,5,5,5,1,5,5,5,2,1,4,2,1,1,5,5,5,5,1,5,5,5,2,1,2,1,1,1,1,4,3,4,4
3926015,2,1,6,7,2,6,2,7,6,7,6,4,2,5,2,2,37,1,9,1,2,5,1,3,5,4,5,4,2,4,4,4,2,2,4,3,1,3,5,4,5,4,3,4,4,4,2,2,2,2,1,1,1,2,3,2,2
3926020,4,0,5,6,3,6,4,5,2,2,7,7,2,6,2,4,43,1,38,1,1,5,1,8,5,5,5,5,1,4,5,4,2,2,4,3,2,1,4,4,5,4,3,4,4,4,2,1,4,2,1,1,1,1,1,1,0
